id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"c9c85695c2274e0f84faca5f4c942bdf","MD_Apps","Tue, 18 Jul 2017 16:56:45 GMT","Fri, 29 Dec 2023 13:34:30 GMT","Emergency Response","Web Mapping Application","FLIPPER - Florida Interoperable Picture Processing for Emergency Response is common operating picture and situational awareness application; based on Adobe Flex / ESRI ArcGIS Server with REST web mapping services, used by Miami-Dade Emergency Managers and First Responders. It is an interactive web mapping tool for the display of Geographic Information from variety of external sources such as: Google Maps, Bing Maps, live weather data, social media, demographic data, traffic cameras, road closures, chemical release modeling, and others. This system also displays the US National Grid system, as well as a host of critical internal data layers such as fire/police stations, schools, hospitals, nursing homes, parks, roadway network, and annual aerial photography. FLIPPER is directly integrated with Miami-Dade County Emergency Operation Center’s disaster management tool, WebEOC®, which provides live data such as: shelter status, ice/water Points of Distribution (POD), Disaster Assistant Centers (DAC) and event / incident locations. FLIPPER also integrates with the County’s SnapShot damage assessment tool to aid in determining the impact a disaster has had on the community. To learn more please contact the GIS Technical Support Group","Florida,Miami-Dade County,MDC,County Government,Local Government,Public Safety,GIS Maps & Apps,Production,Information Technology Department","Interactive web mapping tool for the display of Geographic Information from a variety of external sources used in emergency response situations.
","/Categories/Production Content,/Categories/Source Department/Information Technology Department","GIS Technical Support Group","For Public Use Legal Disclaimer: The Miami-Dade County provides the data for use ""as is."" The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards.  The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making.  Information found here should not be used for making financial or any other commitments. The Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user.  While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, the Miami-Dade County assumes no responsibility for errors or omissions, even if the Miami-Dade County is advised of the possibility of such damage.","en-us","https://mdc.maps.arcgis.com/apps/webappviewer/index.html?id=86144da3fdd1487a82d53cbc196d0280","public","custom","Miami-Dade County, Florida","",""
"bf1c3857ae6f45d7b098174b70274613","MDPublisher","Tue, 05 Jun 2018 13:05:57 GMT","Tue, 21 Sep 2021 16:11:10 GMT","DSWM Service Area","Feature Service","A polygon feature class of the Department of Solid Waste Management (DSWM) service area boundaries within Miami-Dade County. The SWM Service Area polygon feature class was created and is mantained by the Miami-Dade Information Technology Department (ITD) with data provided by the Public Works and Waste Management Department (PWWM). It contains the boundaries of the SWM Service Area within Miami-Dade County The SWM Service Area covers the area of Unincorporated Miami-Dade County and of the municipalities served by PWWM.. It contains the boundaries of the DSWM Service Area with in Miami-Dade County The DSWM Service Area cover the area of Unincorporated Miami-Dade County and of the municipalities served by DSWM. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,DSWM Service Area,,PWWM,Transportation and Public Works,Public Works","A polygon feature class of the Department of Solid Waste Management (DSWM) service area boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/DSWMServiceArea_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.59048364818864,25.235692046834465,-80.11926145316968,25.974834209657995",""
"c9755195a9b74525a1383be8c2862dea","MDPublisher","Wed, 06 Jun 2018 01:02:30 GMT","Wed, 28 Aug 2019 11:45:41 GMT","Tract Aligned Coastal 1990","Feature Service","Census tracts are small, relatively permanent statistical subdivisions of a county or equivalent entity. The primary purpose of census tracts is to provide a stable set of geographic units for the presentation of census data and comparison back to previous decennial censuses.  Census tracts generally have a population size between 1,200 and 8,000 people, with an optimum size of 4,000 people.  When first delineated, census tracts were designed to be homogeneous with respect to population characteristics, economic status, and living conditions. In addition, census tracts occasionally are split due to population growth, or combined as a result of substantial population decline. The boundaries have been aligned to Miami-Dade County base data where they have been found to NOT be within +/- 10 ft Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Demographics,Tract Aligned Coastal 1990,Census,Population,Aligned,ITD,Information Technology Department","A polygon feature class of the 1990 US Census Tract Aligned Coastal boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Tract90AlignCoastal_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.87319040938326,25.13738653012617,-80.11818629553872,25.97943845517654",""
"cac999893ab3487eba51e87f59207cea","MDPublisher","Tue, 23 Nov 2021 12:28:37 GMT","Tue, 23 Nov 2021 12:29:55 GMT","Verification Form Feature Layer","Feature Service","Verification Form Feature Layer","Florida,Miami-Dade County,MDC,County Government,Local Government,Data","Verification Form Feature Layer","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/VerificationForm_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.50739900205804,25.411147489236246,-80.11836898142649,25.974959329348042",""
"d4bd05ac2d974e16a60cc251bb552129","MDPublisher","Tue, 05 Jun 2018 19:38:35 GMT","Tue, 24 May 2022 19:08:02 GMT","ISD Fleet Shop","Feature Service","A point feature class of Miami-Dade County General Services Administration (GSA) Fleet Repair Shop locations. Miami-Dade County also provides maintenance and repairs to County vehicles assigned to the various departments. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,ISD Fleet Shop,,ISD,Internal Services Department","A point feature class of Miami-Dade County General Services Administration (GSA) Fleet Repair Shop locations.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/GSAFleetShop_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.42323001841255,25.57186032036006,-80.15558874654107,25.946904157455506",""
"c2f6e0f0a1824df495d876a14f91129b","MDPublisher","Tue, 05 Jun 2018 20:31:31 GMT","Mon, 19 Aug 2024 08:12:41 GMT","County Owned Property","Feature Service","A point feature class of county operated and owned properties within Miami-Dade County. Updated: Monthly The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,County Owned Property,,ISD,Internal Services Department,,Resiliency","A point feature class of county operated and owned properties within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/MDCOwnProperty_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.86592997462704,25.24268545955682,-80.1200528392906,25.973647215448466",""
"c2275711ced240c6bc4e998ee1910e85","MDPublisher","Thu, 22 Sep 2022 12:57:37 GMT","Sat, 28 Sep 2024 09:32:15 GMT","Jail Bookings - May 29, 2015 to current","Feature Service","This data set includes daily Miami-Dade Corrections jail bookings from May 29, 2015 to current.","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Corrections,Jail,Inmates,Crime","Jail Bookings - May 29, 2015 to current","","Miami-Dade County","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.",,"https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/miamidade_jail_data/FeatureServer","public","custom","Miami-Dade County, Florida","",""
"adb5057f6a634139ba0a4acd3673e649","MDPublisher","Tue, 23 Nov 2021 12:25:50 GMT","Sat, 28 Sep 2024 13:30:16 GMT","Utility Coordination - Sewer Projects","Feature Service","This polygons feature class is prepared for our iMDC Utility Coordination application, and it is periodical and d by the iMDC Utility Coordination Data Processor job(s) after validating data provided by various agencies participating in this solution. Any invalid data not meeting the required schema or criteria for collaboration is not reflected in this feature class. Updated: Daily The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Transportation,Utility Coordination - Sewer Projects,ITD,Information Technology Department","A polygons feature class of Sewer projects provided to collaborate with the iMDC Utility Coordination (for Right Of Way projects) solution.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/UtilCoordSewer_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.50177211142515,25.41827661721344,-80.11976863838584,25.96814688932316",""
"b85b8bf54c654ceb87caa80bb5fcb8bf","MDPublisher","Mon, 11 Mar 2019 20:52:54 GMT","Wed, 31 May 2023 19:50:45 GMT","Evacuation Center Feature Layer","Feature Service","Evacuation Centers","Florida,Miami-Dade County,MDC,County Government,Local Government,Data","Evacuation Center Feature Layer","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/EvacuationCenter_gdb/FeatureServer","public","custom","Miami-Dade Emergency Management","-80.19874086178213,0,0,25.78199237836629",""
"a33b37f5ee704fe2a411e1ac66431512","MDPublisher","Fri, 03 Dec 2021 15:52:55 GMT","Fri, 03 Dec 2021 16:00:05 GMT","Groundwater Level October 2040","File Geodatabase","This raster provides the average groundwater elevations in NAVD88 for the month of October, based on the results of the U.S. Geological Survey groundwater model for Miami-Dade – Urban Miami-Dade (UMD), used to predict groundwater levels for year 2040, considering sea level rise above the baseline conditions, using NRCIII forecast, which assumes a 1.0 ft sea-level rise increase, from a year 2009 -0.9 ft mean sea-level NAVD88 to a 2040 0.1 ft.","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Environmental,GroundwaterLevel October 2040,RER,Regulatory and Economic Resources","This raster was developed to provide an estimate of average future groundwater levels during the month of October, for year 2040,  representing future end of the wet season ground water levels for planning purposes, considering sea level rise above the baseline conditions, using NRCIII forecast.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us",,"public","custom","Miami-Dade County, Florida","",""
"a73f2d48012c4cf780e1a6760751a87b","MD_Apps","Thu, 30 Aug 2018 15:35:47 GMT","Fri, 29 Dec 2023 14:03:44 GMT","Solid Waste Residential Debris Removal Viewer - Web App","Web Mapping Application","The purpose of this web application is to allow public to determine the post-emergency status of debris collection. This application is for use during emergency only. For additional information you can contact Patty Madrid (apm@miamidade.gov) at Miami-Dade County Information Technology Department.","Florida,Miami-Dade County,MDC,County Government,Local Government,emergency,solid waste,dswm,debris removal,debris,Production,Solid Waste Management,Department of Solid Waste Management","Public-facing web application with status of debris collection per address.","/Categories/Source Department/Solid Waste Management,/Categories/Production Content","Miami-Dade County GIS Solutions","Access and Use Constraints For Public Use Legal Disclaimer: Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://mdc.maps.arcgis.com/apps/webappviewer/index.html?id=a73f2d48012c4cf780e1a6760751a87b","public","custom","Miami-Dade County, Florida","",""
"455c49a8796c49bcb4610162786c644f","MDPublisher","Tue, 21 Aug 2018 15:01:19 GMT","Wed, 25 Sep 2024 04:57:14 GMT","Security Guard Special Taxing District","Feature Service","A polygon Feature Class of Security Guard Districts maintained by Miami-Dade County, Special Taxing District office. To identify Security Guard (Guard house) and Roving Patrol Special Taxing District boundary for mapping, maintenance and analysis purpose. Updated: Weekly-Fri The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Boundaries,Security Guard Special Taxing District,,MDPR - SPTX,Parks,Recreation and Open Spaces,Assessment Districts,Special Taxing District","A polygon Feature Class of Security Guard Districts maintained by Miami-Dade County, Special Taxing District office.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/SecurityGuardSpTxDistrict_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.3478147740544,25.55193511500188,-80.1228368971208,25.974359786835194",""
"36e6aad1fb894732887c06278a8eef4b","MDPublisher","Thu, 18 Feb 2021 00:35:58 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 1.1 - Residential Units (map) (SNAP)","Web Map","","PMT,Regional Growth,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Snapshot","Residential units by block in Miami Dade County (snapshot)","","","","en-us",,"public",,"Miami-Dade County, Florida","-80.3415838104233,25.682706461022157,-80.10211618957402,25.836381452663947",""
"41996d8881cd4786a7ec267954088bcd","MDPublisher","Wed, 01 May 2019 16:23:22 GMT","Mon, 04 Oct 2021 14:57:57 GMT","Purchase Orders (ADPICS) - 2011","Feature Service","This data set includes Purchase Orders (PO) logged in Miami-Dade County's Advanced Purchasing and Inventory Control System (ADPICS). The data include PO's in one of the following statuses – Posted, Partially Vouchered, Closed.","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Procurement,Vendors,Adpics","Purchase Orders (ADPICS) - 2011","","Miami-Dade County","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.",,"https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/miamidade_procurement_data_2011/FeatureServer","public","custom","Miami-Dade County, Florida","",""
"39b0da576ac544e4be9f6544a154d312","MDPublisher","Tue, 23 Nov 2021 07:50:06 GMT","Tue, 23 Nov 2021 07:51:14 GMT","Ordinance Letter Feature Layer","Feature Service","Ordinance Letter Feature Layer","Florida,Miami-Dade County,MDC,County Government,Local Government,Data","Ordinance Letter Feature Layer","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/OrdinanceLetter_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.55493158653442,25.435616653639382,-80.118453946781,25.97452422061682",""
"40119bfc50274c1da548ec8022e9a7a9","MDPublisher","Wed, 06 Jun 2018 00:55:33 GMT","Wed, 28 Aug 2019 11:45:26 GMT","Target Urban Area Corridor","Feature Service","This polygon feature class of Targeted Urban Area Corridors boundaries within Miami-Dade County. This polygon layer is frequently being used by community planners in their planning functions and studies in order to promote economic revitalization for these areas.  The areas in this coverage consist of predominantly low-income and depressed areas that were created as a result of the Mayor's Urban Revitalization Task Force. Updated: Every 10 yrs The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Target Urban Area Corridor,Development,RER,Regulatory and Economic Resources","This polygon feature class of Targeted Urban Area Corridors boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/TargetUrbanAreaCorridor_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.29376308861171,25.807323854570768,-80.15279746625595,25.971850811053606",""
"324cd84d62cd4905bb79d5ad5b653409","MDPublisher","Mon, 08 Jul 2019 17:44:19 GMT","Mon, 08 Jul 2019 17:50:28 GMT","Property 2012 December","Document Link","A polygon feature class that represents property ownership boundaries as defined by legal description and deeds within Miami-Dade County from December of 2012. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Property,Property 2012 December,PA,Property Appraiser","A polygon feature class that represents property ownership boundaries as defined by legal description and deeds within Miami-Dade County from December of 2012.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://gisweb.miamidade.gov/giscontactus?s=Property 2012 December &r=1","public","custom","Miami-Dade County, Florida","",""
"29853c82c6f8454e8c750024396c48a5","MDPublisher","Fri, 06 Mar 2020 20:43:51 GMT","Thu, 17 Feb 2022 15:46:53 GMT","WS Service Point - View","Feature Service","View of the WS Service Point Feature Class which is a point feature class containing water & sewer service points related information from the Oracle Utilities Customer Care and Billing application.","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,WS Service Point,PeopleSoft,Premise,WASD,Water and Sewer Department","View of the WS Service Point Feature Class which is a point feature class containing water & sewer service points related information from the Oracle Utilities Customer Care and Billing application.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.",,"https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/WSServicePointView/FeatureServer","public","custom","Miami-Dade County, Florida","-80.50859917553211,25.411876213847695,-80.11939439484857,25.974461903233504",""
"33dbad80039b4892a29490b8b7cc1b28","MDPublisher","Tue, 05 Jun 2018 13:17:06 GMT","Wed, 28 Aug 2019 11:35:04 GMT","2014 Annual Average Daily Traffic","Feature Service","A line feature class of the Annual Average Daily Traffic (AADT) data within Miami-Dade County. This subset of the FDOT Annual Average Daily Traffic feature class feature class shows the location of traffic breaks and affiliated annual average daily traffic volumes within Miami-Dade County and parts of South Florida as derived from event mapping selected traffic characteristics from the FDOT Traffic Characteristics Inventory (TCI).The FDOT Annual Average Daily Traffic feature class provides spatial information on Annual Average Daily Traffic section breaks within Miami-Dade county and parts of South Florida. In addition, it provides affiliated traffic information like KFCTR, DFCTR and TFCTR among others. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,2014 Annual Average Daily Traffic,ITD,Information Technology Department","A line feature class of the Annual Average Daily Traffic (AADT) data within Miami-Dade County. ","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/FDOTAnnualAvgDailyTraffic2014_gdb/FeatureServer","public","custom","FDOT","-82.37266138800983,24.54658534161934,-80.0332222247134,27.00611239705213",""
"1ff18ebcb6ec4b8a8a696306d1c5051b","MDPublisher","Wed, 06 Jun 2018 01:15:47 GMT","Thu, 21 Feb 2019 15:12:47 GMT","US Roads","Feature Service","A line feature class of the FDOT U.S. Highways, it provides spatial information on Florida U.S. Highways as well attribute information compatible with the Roadway Characteristics Inventory (RCI) database. The US Roads feature class covers the state of Florida at a scale of 1:24,000 and was created in a projection system of Universal Transverse Mercator (UTM) 17 North zone and a horizontal datum of North American 1983 (NAD 1983), map units in meters. It was then projected by MDC into NAD_1983_StatePlane_Florida_East_FIPS_0901_Feet, map units feet. Updated: Bi-Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Transportation,US Roads,ITD,Information Technology Department","A line feature class of the FDOT U.S. Highways, it provides spatial information on Florida U.S. Highways as well attribute information compatible with the Roadway Characteristics Inventory (RCI) database.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/USRoads_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.87310374261958,25.23641370486491,-80.13297340863339,25.974600903918176",""
